NC	DE	379499.00
ME	UT	177126.00
ME	MI	330310.00
LA	NH	349484.00
VT	NV	265660.00
AK	WV	13495.00
MN	NY	7192381.00
FL	LA	5839673.00
ND	MD	48885.00
GU	OR	500.00
NJ	SC	3144394.00
SC	SC	161508788.00
GU	GU	8310603.00
GA	NM	1164944.00
WA	WY	193398.00
NE	PA	653952.00
AK	KS	19750.00
KS	RI	193550.00
DC	NC	15252996.00
KS	CA	2701593.00
MI	ND	577520.00
PA	IL	55205615.00
VA	ME	5825550.00
UT	ND	268866.00
AL	PA	2319461.00
MA	GA	6010849.00
OR	OR	151465064.00
TX	GA	13976530.00
OK	NC	2096369.00
AE	IL	21134.00
IA	VT	752057.00
WY	MS	69200.00
IL	LA	3195386.00
NC	VA	10352155.00
CT	OK	1017693.00
MN	DC	3096864.00
MT	KY	127186.00
ME	NM	123000.00
KS	IN	742995.00
MP	IL	52218.00
VI	IL	1278607.00
CT	DC	7348661.00
NM	MA	4433142.00
NM	TX	3055102.00
MN	OK	617240.00
WA	WV	364770.00
MT	TX	697988.00
MT	MA	2371343.00
WI	SC	415875.00
AZ	NY	9979980.00
KY	GA	1613686.00
NM	KY	522170.00
NC	HI	183562.00
NJ	NY	90482659.00
NC	MO	1077531.00
DE	IL	4091316.00
FL	VT	5629993.00
SC	NY	5431570.00
GU	AS	10000.00
MS	AR	1137753.00
ON	VA	1900.00
CO	MS	240560.00
WV	MS	165460.00
LA	VI	7500.00
ZZ	ME	44150.00
NC	NH	596820.00
CT	WA	1915836.00
GU	CO	16300.00
NE	ND	387231.00
LA	DE	275319.00
IA	LA	155151.00
IL	VT	5011318.00
MN	WA	851084.00
MD	NC	8581582.00
AL	ND	266100.00
UT	PA	842336.00
MI	PA	3709409.00
OR	CO	822552.00
MS	NV	298322.00
NC	PR	4500.00
WI	NY	4478772.00
AZ	SC	1289837.00
GU	MS	33512.00
OK	WY	352525.00
IR	AR	205021.00
DE	MD	2174739.00
AA	NY	35290.00
OH	PA	6101675.00
NY	SC	13193515.00
ID	ME	107922.00
IA	ID	53800.00
DC	WY	1470488.00
WA	NC	2483443.00
NH	ME	1035700.00
OR	MS	250890.00
CO	AS	1200.00
CA	MT	16670313.00
NV	DE	409430.00
TN	PA	3270423.00
SD	PA	290239.00
WY	OR	134450.00
RI	MT	151385.00
DC	WV	10491680.00
WY	GU	1000.00
AP	MT	1884.00
MT	NE	40602.00
MS	VA	6611368.00
NM	NE	104100.00
CO	CO	262828069.00
WV	CO	257160.00
OK	WV	391850.00
JP	DC	1925.00
ME	MN	235920.00
KS	NJ	341092.00
KY	KS	378895.00
WY	CO	1149275.00
NC	AR	918060.00
VT	VI	18500.00
MN	FL	3054645.00
ME	CT	324484.00
AA	SC	3700.00
ND	IL	653775.00
SD	ND	521890.00
MS	HI	28050.00
TN	ND	141658.00
AR	DE	264500.00
NY	NY	1313979528.00
MS	MO	746933.00
CT	FL	10680350.00
AS	AS	631096.00
CO	OR	2069708.00
WV	OR	56550.00
MD	WV	5597804.00
AE	MD	4465.00
MO	ME	757340.00
IL	ID	1463627.00
PA	MD	9183116.00
HI	ME	46600.00
CO	GU	4700.00
KS	WI	1239139.00
TX	KS	7213081.00
VI	MD	55200.00
MA	KS	1794165.00
GA	MN	1795624.00
OH	ND	1002878.00
GA	CT	2935582.00
MP	MD	9700.00
MS	NH	100471.00
MD	WY	915820.00
IN	MT	322139.00
NA	MA	1697.00
WY	AS	8000.00
MT	OH	269952.00
NC	NV	1007906.00
MN	IA	1974223.00
AK	GA	202020.00
NM	OH	958616.00
VT	DE	36230.00
FL	ID	1566802.00
CT	IA	1678744.00
KS	AZ	700567.00
IA	WV	58538.00
WI	MT	431861.00
GA	AZ	1634945.00
ME	WI	583853.00
CO	MO	2001220.00
WV	MO	771842.00
MT	FL	652641.00
VA	DE	3655124.00
CO	HI	704555.00
WV	HI	41050.00
WA	VT	7230024.00
PW	UT	285.00
DE	AK	95950.00
NM	FL	1221410.00
MS	OR	191200.00
NO	VT	11747.00
KS	CT	338725.00
NC	MS	581500.00
WY	VA	1666762.00
KS	MN	739200.00
KY	PA	1214533.00
ME	NJ	287350.00
MN	OH	3440127.00
GA	WI	3225498.00
ME	AZ	288799.00
TX	MP	1250.00
NM	IA	322218.00
CT	OH	9064782.00
ND	SD	150765.00
ND	TN	25705.00
NE	GA	365932.00
OK	ID	578120.00
UK	NM	2000.00
WV	NH	127105.00
CO	NH	1308991.00
CO	PR	5000.00
SC	MT	332886.00
AL	GA	6003738.00
VA	VI	474550.00
AS	VA	350.00
IA	WY	54500.00
DC	ID	3499677.00
NJ	MT	2319155.00
TX	PA	18284373.00
MA	PA	15287473.00
GA	NJ	2600497.00
MT	IA	144195.00
ND	UT	72637.00
MD	ID	2091218.00
ZZ	DE	95350.00
AZ	MT	1293851.00
AE	AK	1030.00
ND	MI	104400.00
OR	AR	347953.00
IL	WV	2403736.00
PA	AK	1018994.00
FL	WY	1239065.00
MA	ND	1727440.00
TX	ND	6263583.00
UT	GA	502618.00
OH	KS	2107030.00
MI	GA	2219850.00
WA	LA	827535.00
MS	AS	4000.00
WY	NH	460342.00
AS	HI	11750.00
GU	AR	1326.00
MN	NE	682361.00
CT	NE	1281463.00
GU	NV	21000.00
CO	VA	12365956.00
WV	VA	2844800.00
FL	WV	6467897.00
KY	ND	356033.00
OR	NV	1057004.00
IL	WY	1120266.00
ZZ	VI	12250.00
MP	AK	57000.00
MS	CO	174321.00
VI	AK	13000.00
ND	AL	24750.00
TN	KS	815420.00
WY	HI	153650.00
LA	ME	370852.00
SD	KS	492690.00
WY	MO	435587.00
NH	DE	124596.00
TN	GA	6290832.00
SD	GA	347248.00
DC	VT	6714093.00
CO	AR	1273450.00
WV	AR	186994.00
PR	VI	23900.00
AE	MI	1000.00
ND	AK	126950.00
MS	MS	101737471.00
ID	DE	57900.00
NC	GU	7250.00
VI	AL	42750.00
AE	UT	3561.00
IN	NY	5446541.00
OK	VT	530581.00
PA	MI	6529083.00
RI	SC	357612.00
NC	OR	715265.00
PA	UT	2806402.00
AE	AL	1500.00
WA	ID	2013643.00
VI	MI	209650.00
CA	SC	11922141.00
OR	VA	3722150.00
VI	UT	1206490.00
MP	MI	1500.00
MI	KS	1161280.00
MT	WA	230345.00
IA	NC	501001.00
PA	AL	1400465.00
DE	SD	128255.00
OH	GA	3712779.00
DE	TN	166200.00
UT	KS	270632.00
NY	MT	14787040.00
NH	VI	9000.00
MD	LA	3574759.00
CH	MA	5000.00
GU	VA	138651.00
CO	NV	3211467.00
WV	NV	375678.00
NM	WA	308410.00
AK	ND	33385.00
PR	DE	5000.00
NV	ME	357850.00
DC	LA	10330280.00
DE	UT	334142.00
HI	DE	57197.00
OR	HI	261493.00
OR	MO	332779.00
DE	MI	397750.00
AL	KS	465800.00
WY	NV	399335.00
MO	DE	317991.00
MP	TN	500.00
ME	CA	1255063.00
FL	NC	17067953.00
VI	TN	292300.00
AK	MP	600.00
NC	AS	3000.00
AR	ME	153300.00
OK	LA	948409.00
ME	RI	221506.00
AK	PA	129856.00
IN	SC	715809.00
AP	NY	47144.00
GA	IN	2548888.00
NE	KS	411975.00
RI	NY	2742876.00
GU	HI	139225.00
GU	MO	259200.00
QC	MA	1200.00
CA	NY	169292425.00
CT	KY	7354649.00
MT	OK	96248.00
OR	NH	479495.00
VT	ME	356475.00
MT	DC	114525.00
MN	KY	1396578.00
GA	CA	13523592.00
IL	NC	8028333.00
GA	RI	896812.00
NM	DC	544272.00
CT	MA	36606580.00
MD	VT	5695982.00
CT	TX	6878495.00
KS	NM	133660.00
ME	IN	340035.00
DE	AL	143400.00
PA	TN	1914295.00
PA	SD	1280169.00
NC	CO	756285.00
MO	VI	13500.00
MN	TX	2251439.00
NM	OK	265850.00
MN	MA	8973178.00
AA	MT	3525.00
WY	AR	197150.00
VA	OH	38503084.00
HI	KY	392816.00
SC	NH	555295.00
AL	MD	1800522.00
MO	KY	3068893.00
IL	CA	22877767.00
GA	NC	6798309.00
NJ	NH	3689046.00
ZZ	NE	55450.00
TX	TN	6054852.00
TX	SD	3475724.00
DC	NM	11204195.00
TA	MA	250.00
MA	SD	984758.00
MA	TN	2729534.00
RI	CO	414350.00
FL	IN	14851448.00
HI	TX	513874.00
NY	NV	21545276.00
WI	HI	65681.00
HI	MA	1916597.00
CT	VI	24800.00
NE	MD	117125.00
AR	IA	598836.00
IL	RI	3306091.00
NJ	PR	163663.00
WI	MO	596870.00
MO	MA	15963553.00
VT	FL	574447.00
MO	TX	4620837.00
ND	PA	146071.00
SC	PR	5000.00
MN	VI	16750.00
OK	NM	1309692.00
CA	AS	1048032.00
CO	MT	2005570.00
WV	MT	212304.00
CT	DE	1116315.00
SC	MO	486304.00
AR	FL	1610596.00
NY	AR	10296558.00
LA	WA	1270071.00
IN	OR	602743.00
SC	HI	315272.00
MN	DE	118260.00
NJ	HI	1453065.00
BC	MA	500.00
FL	CA	32877813.00
ME	NC	358072.00
NJ	MO	3868703.00
VT	IA	95553.00
WI	PR	1250.00
KY	TN	1526079.00
KY	SD	242435.00
NC	NY	12551835.00
WI	NH	344507.00
IL	IN	20174434.00
AZ	VA	19727786.00
CA	CO	42064096.00
FL	RI	6403954.00
KS	LA	381080.00
IA	CA	696463.00
ID	TX	845862.00
IN	CO	560152.00
ID	MA	7184808.00
KY	MI	1362686.00
VA	NE	4833424.00
SC	VA	5908280.00
EN	WI	46200.00
NH	KY	741993.00
KY	UT	445638.00
PW	PA	3000.00
ZZ	OH	194030.00
NJ	VA	24308975.00
NV	FL	5042385.00
MA	AL	1425232.00
CA	OR	29187064.00
ID	KY	202112.00
AZ	HI	495782.00
TX	AL	4934036.00
AZ	MO	1785428.00
NH	MA	12530554.00
NH	TX	1455865.00
AK	AK	51231592.00
OH	IL	27628695.00
IA	RI	12206.00
CA	GU	34450.00
MA	MI	4719138.00
LA	OK	547850.00
TX	MI	9450242.00
TX	UT	14146131.00
MA	UT	3553380.00
MI	MD	3429256.00
RI	OR	101350.00
LA	DC	18803794.00
UT	MD	409778.00
WY	MT	1126159.00
PR	TX	362063.00
NC	SC	11318180.00
PR	MA	366765.00
AZ	PR	15800.00
AA	AR	1000.00
KS	VT	591168.00
KY	AL	500900.00
AZ	NH	913810.00
SD	IL	1504533.00
TO	VT	1000.00
TN	IL	14353755.00
ND	ND	22316092.00
MD	NM	4483332.00
WI	VA	5363843.00
NV	IA	1486318.00
WA	CT	1521379.00
IA	IN	488556.00
PR	KY	71200.00
WA	MN	2091074.00
ZZ	KY	33950.00
NY	NH	18681464.00
MO	NE	541328.00
AK	UT	83471.00
HI	NE	11000.00
LA	FL	3647169.00
NH	OH	1460777.00
AA	VA	6065.00
ME	WV	147900.00
AR	WA	260836.00
IA	WI	1024934.00
AK	MI	88900.00
ZZ	TX	220699.00
ZZ	MA	322078.00
IA	NJ	217312.00
VI	ND	6750.00
KY	AK	280539.00
WI	AR	414717.00
WA	NM	1886623.00
OH	MD	3816279.00
GA	WY	208650.00
SC	NV	536210.00
DE	PA	2342463.00
MD	CT	9833022.00
NJ	NV	5705765.00
ID	OH	651584.00
MD	MN	5061816.00
NY	PR	322922.00
SC	AR	1300409.00
OT	AR	2000.00
IN	MS	352420.00
WI	NV	774702.00
NY	HI	5417846.00
NV	OK	1073860.00
NY	MO	15047296.00
UT	IL	6622518.00
MS	NY	1880171.00
PA	ND	2429706.00
UK	VT	1250.00
MI	IL	30864752.00
GA	WV	1018795.00
NV	DC	2512027.00
IA	AZ	331276.00
NJ	AR	2072537.00
VT	WA	232144.00
MA	AK	2888385.00
TX	AK	8139994.00
PR	OH	194715.00
ME	WY	23750.00
SD	MD	107900.00
TN	MD	1697883.00
LA	IA	756143.00
AK	AL	43195.00
AR	DC	984541.00
MO	OH	3967815.00
KS	ID	412268.00
FL	AZ	11088582.00
KA	CA	220.00
IL	WI	28632572.00
NY	VA	100040435.00
PA	PA	641049309.00
VA	KY	22550652.00
HI	OH	732688.00
AR	OK	860510.00
AL	IL	6474530.00
GU	MT	15285.00
AA	NH	2044.00
NH	NE	110730.00
AE	PA	1890.00
GE	MA	750.00
OR	MT	712575.00
CA	MS	3376428.00
AZ	AR	1130796.00
VA	TX	51206827.00
IL	NJ	10567343.00
VA	MA	57683654.00
PA	MP	1750.00
NE	IL	3406440.00
ID	NE	18700.00
AZ	NV	3972359.00
AK	TN	65810.00
NM	ME	91150.00
AK	SD	76961.00
NV	WA	1755674.00
DC	CT	15254036.00
IL	AZ	8443595.00
MS	SC	454400.00
MP	MP	866650.00
FL	WI	20645235.00
DC	MN	9803749.00
AA	HI	4400.00
RI	MS	40500.00
FR	FL	30.00
VT	OK	27850.00
OK	CT	496720.00
DE	ND	67000.00
OK	MN	1949582.00
PR	NE	9600.00
VT	DC	168333.00
FL	NJ	38257527.00
MT	ME	58450.00
MP	PA	35200.00
VI	PA	109750.00
OH	AK	1411525.00
AK	IL	4017621.00
IT	VT	1000.00
IL	CT	5978884.00
ZZ	WA	14770.00
KY	MD	1256067.00
VA	DC	34525727.00
IL	MN	9867821.00
RI	NV	476106.00
FM	FL	11200.00
DC	AZ	9615078.00
AZ	MS	431950.00
CA	AR	9385111.00
VA	OK	12218358.00
AR	KY	905495.00
BR	MA	750.00
MO	IA	1862979.00
AE	KS	500.00
WY	NY	1456206.00
MI	AL	533210.00
OK	AZ	1237236.00
NY	CO	34885605.00
UT	AL	266100.00
PA	KS	2912715.00
HI	IA	124030.00
AR	MA	3395997.00
AR	TX	2756007.00
ME	ID	66960.00
TX	MD	10280484.00
FL	CT	11130208.00
MI	UT	1179169.00
WV	SC	296145.00
CO	SC	1791269.00
MA	MD	6894935.00
MI	MI	362417604.00
VT	MA	2540860.00
MO	FL	4410556.00
FL	MN	15105214.00
VT	TX	389820.00
DC	WI	19218989.00
UT	MI	1190144.00
OK	NJ	466291.00
AL	TN	2600363.00
AL	SD	217500.00
NB	VA	1600.00
LA	NE	1368635.00
SD	AK	39200.00
HI	FL	675331.00
TN	AK	663745.00
UT	UT	51297112.00
NY	AS	81450.00
AS	NY	25590.00
RI	AR	254583.00
VT	KY	100650.00
AA	OR	600.00
MN	ME	423725.00
OK	WI	2014642.00
LO	MA	1000.00
NE	SD	465150.00
NE	TN	170118.00
DC	NJ	27042250.00
ND	GA	96395.00
CA	NV	42964275.00
CT	ME	4491812.00
GA	ID	599390.00
AP	AR	650.00
MD	NJ	22792149.00
AL	UT	1310989.00
AL	MI	765017.00
DE	KS	181449.00
ZZ	OK	14400.00
UT	SD	126223.00
UT	TN	237390.00
VA	WA	20020014.00
ID	IA	231669.00
WI	MS	184300.00
IN	NV	583910.00
WA	IN	1536056.00
IA	CT	88220.00
MI	TN	1113970.00
MI	SD	736193.00
ZZ	DC	126823.00
IA	MN	956622.00
PR	FL	4240978.00
KS	WV	116325.00
NC	MT	648942.00
EG	VT	250.00
AA	CO	11300.00
NE	UT	176780.00
NE	MI	216875.00
WY	SC	345221.00
MD	WI	10595520.00
NH	IA	316694.00
CO	NY	15410346.00
WV	NY	1334847.00
NV	KY	1388010.00
PR	IA	205200.00
NE	AL	636275.00
NH	FL	1558784.00
KS	WY	122700.00
LA	OH	2412913.00
WA	RI	557421.00
WA	CA	11117785.00
NV	TX	3671005.00
NJ	MS	988070.00
NV	MA	12328724.00
NY	GU	1000.00
AL	AL	203416259.00
ID	FL	952457.00
MD	AZ	5549628.00
IN	AR	389871.00
SC	MS	216920.00
NY	OR	20779326.00
NE	AK	135920.00
NH	OK	131750.00
HI	WA	88691.00
AR	NE	363845.00
CA	MO	15295955.00
MO	WA	844615.00
NH	DC	540528.00
RI	PR	77500.00
GA	VT	1538077.00
AZ	OR	1734546.00
CA	HI	18178645.00
MD	RI	4196970.00
AL	AK	1052690.00
NJ	CO	3563462.00
MD	CA	40583106.00
SD	SD	44268454.00
SD	TN	243754.00
TN	TN	247534037.00
TN	SD	716835.00
ID	OK	190200.00
RI	NH	634744.00
ZZ	IA	12065.00
AP	NH	1100.00
ID	DC	2846506.00
SC	CO	431031.00
IN	VA	11279144.00
WA	AZ	2272346.00
WA	NJ	1794560.00
IA	NM	110115.00
LA	KY	2899070.00
MD	IN	9916500.00
WI	CO	893756.00
NV	OH	2770256.00
ZZ	FL	145587.00
ME	VT	980173.00
OR	NY	5479461.00
CA	NH	17519091.00
PR	DC	812189.00
RI	MO	144816.00
CA	PR	11300.00
RI	HI	191422.00
GU	NY	71894.00
LA	MA	11030351.00
LA	TX	7464904.00
AP	HI	5500.00
PR	OK	20250.00
OH	TN	1427542.00
OH	SD	1017105.00
DE	GA	246841.00
NJ	AS	83300.00
AP	MO	200.00
VT	NE	35536.00
WA	WI	5923874.00
AZ	AS	16694.00
OK	IN	1105343.00
MO	DC	18528452.00
AR	OH	998226.00
ND	KS	56200.00
GA	LA	2059594.00
NH	WA	194812.00
HI	OK	54780.00
TN	AL	2342592.00
SD	AL	257350.00
AK	MD	68916.00
MO	OK	922776.00
KY	IL	8724762.00
HI	DC	285792.00
FL	NM	3415412.00
WI	OR	525170.00
NM	VI	4500.00
FR	MA	5300.00
ID	WA	1501676.00
RI	VA	1835549.00
VA	IA	10919304.00
DC	IN	12691716.00
OH	UT	1762765.00
OH	MI	5993780.00
MS	MT	276480.00
IN	NH	179987.00
AP	VA	8085.00
VI	GA	21905.00
VA	FL	38292785.00
ME	LA	115940.00
MT	DE	34100.00
OK	RI	49970.00
OH	AL	879962.00
PA	GA	4048904.00
CA	VA	109444486.00
DC	CA	81078067.00
AZ	CO	4570481.00
NV	NE	631242.00
TX	IL	88808736.00
AE	GA	1479.00
MA	IL	94539822.00
OR	SC	203933.00
IL	NM	4511157.00
MI	AK	2173587.00
JA	VT	1250.00
NJ	OR	3433020.00
DC	RI	8277831.00
KS	NC	947485.00
GU	SC	10700.00
OK	CA	2700814.00
NJ	GU	11250.00
TN	MI	1019552.00
SD	MI	182611.00
NY	MS	2560127.00
IN	HI	178202.00
SC	OR	227300.00
UT	AK	346350.00
TN	UT	1559480.00
SD	UT	50949.00
PR	WA	93500.00
NM	DE	97462.00
VT	OH	578429.00
IN	MO	1162880.00
MN	AS	42240.00
OH	NM	1116005.00
WA	MD	2317343.00
CA	VI	75550.00
NY	ME	18957739.00
ID	SC	145500.00
NA	AR	2000.00
CT	AS	11400.00
IL	AL	2952214.00
NV	MT	1022594.00
ND	WY	23500.00
RI	DE	147350.00
NH	SC	151205.00
DE	NC	373227.00
UT	CT	184780.00
HI	NY	1384171.00
UT	MN	379799.00
WY	IA	244963.00
MI	MN	4077186.00
FL	MI	14464507.00
MO	NY	7484626.00
FL	UT	7757261.00
MI	CT	1413290.00
IA	TN	163224.00
IA	SD	895896.00
CT	CO	4884362.00
GU	WA	26100.00
NM	VA	2686613.00
MN	CO	1375652.00
NC	TX	4122674.00
NC	MA	17727231.00
FL	AL	4085332.00
PR	SC	500.00
MD	IL	73285100.00
WY	FL	847667.00
TN	NM	409463.00
SD	NM	168550.00
CA	DE	6354292.00
ND	WV	19235.00
MS	NE	120050.00
OR	WA	6336429.00
MT	VA	1168475.00
IL	MI	12326859.00
NC	KY	3701644.00
IL	UT	4165852.00
IN	DE	109650.00
IA	AL	96600.00
MN	GU	22950.00
NM	MO	314763.00
ID	NY	1549280.00
OK	IL	7559482.00
NM	HI	264581.00
AE	NC	10550.00
CT	OR	2111080.00
KY	IN	3805655.00
CT	GU	2250.00
MA	RI	17341675.00
MN	OR	966600.00
TX	RI	5004972.00
PA	NC	4941330.00
AK	AZ	125554.00
MA	CA	17772810.00
TX	CA	36446538.00
NH	NY	2854084.00
IL	SD	2339129.00
IL	TN	5548160.00
HI	SC	77690.00
DC	IL	77387214.00
WV	FL	1082249.00
CO	FL	6130640.00
MT	MO	89807.00
KS	GA	745549.00
ON	MA	3000.00
MO	SC	1443000.00
VT	MT	208500.00
MT	HI	47762.00
NM	NH	245990.00
AR	MT	328915.00
GU	OK	5000.00
CN	VT	1386.00
TX	IN	13965386.00
PR	NY	8174475.00
MA	IN	7008752.00
NE	MN	701949.00
CO	IA	2554395.00
WV	IA	314520.00
AK	NJ	16188.00
KY	RI	161775.00
IR	MA	747820.00
GU	DC	2451.00
NE	CT	149045.00
KY	CA	1266661.00
IA	MI	301024.00
AK	WI	198433.00
MP	NC	2000.00
IN	VI	1000.00
FL	SD	2672321.00
FL	TN	5568979.00
VI	NC	42104.00
OR	DC	806646.00
IA	UT	320215.00
MS	OH	630540.00
AL	MN	696374.00
OR	OK	138217.00
MT	NH	68044.00
AL	CT	583346.00
WY	WA	412602.00
TX	NJ	16461551.00
SC	ME	372130.00
GY	MA	300.00
NE	NM	119122.00
GA	PA	3968346.00
MA	NJ	10466319.00
AK	IN	59650.00
OK	MD	728418.00
GU	FL	13600.00
DE	WY	42816.00
NJ	ME	2540772.00
AL	NM	205270.00
ND	NC	152065.00
OR	FL	1840965.00
ZZ	NY	1328599.00
DC	MD	45674147.00
TX	WI	15351007.00
GA	MP	2500.00
MA	WI	9793614.00
KY	AZ	569007.00
VA	SC	14177179.00
OR	IA	493085.00
ME	PA	591105.00
KY	NJ	1354658.00
MS	MA	4350660.00
KS	KS	152257125.00
AK	RI	67392.00
MS	TX	1914142.00
IA	AK	111450.00
LE	VA	385.00
CO	OK	878251.00
WV	OK	891100.00
NC	NE	220233.00
MS	KY	686402.00
WI	ME	257664.00
DE	WV	246000.00
CO	DC	3183329.00
WV	DC	2483497.00
GU	IA	7625.00
TX	AZ	15569168.00
AK	CA	2089672.00
MA	AZ	3485515.00
KY	WI	859855.00
TN	CT	1215052.00
NM	AR	282145.00
SD	CT	60450.00
CT	MS	784302.00
TN	MN	1105745.00
WY	OK	432450.00
SD	MN	950140.00
MN	MS	128730.00
WY	DC	311012.00
LA	MT	449960.00
ME	ND	59820.00
FL	AK	3849359.00
WA	IL	56006429.00
PA	WY	806600.00
VI	WV	490238.00
MP	WV	95400.00
ZZ	SC	81200.00
MT	AR	79749.00
VA	NY	59152061.00
MD	MD	283634796.00
AE	WV	1000.00
PA	WV	6681892.00
AS	DC	92750.00
VI	WY	6000.00
OH	MN	3030903.00
GA	ND	569991.00
IL	AK	2061056.00
MT	NV	141720.00
OH	CT	1184884.00
MI	NM	679490.00
NC	OH	4391645.00
CO	WA	3225721.00
WV	WA	429345.00
NM	NV	751781.00
AZ	ME	776224.00
PE	IL	750.00
UT	NM	425791.00
WY	KY	348710.00
TN	WI	2072921.00
UT	RI	274650.00
SD	WI	315130.00
MT	MS	6550.00
MI	RI	326109.00
OH	AZ	2652748.00
DC	AK	7308991.00
WY	MA	3364211.00
WY	TX	1244100.00
KS	ND	320037.00
RI	ME	301040.00
MI	CA	7244205.00
MN	AR	768511.00
NC	FL	5398550.00
ND	VT	96561.00
PR	MT	55925.00
UT	CA	3118547.00
SD	NJ	82700.00
NY	DE	11822762.00
TN	NJ	1432881.00
AR	NY	3520542.00
OK	AK	1788799.00
CT	AR	1316583.00
NM	MS	194950.00
AP	ME	550.00
VT	NY	1305646.00
MN	NV	914631.00
UT	IN	776515.00
NC	IA	1318500.00
SD	AZ	232791.00
TN	AZ	1200935.00
DE	ID	70000.00
NY	VI	158750.00
OH	WI	4987508.00
CT	NV	3488831.00
CA	ME	10028563.00
GU	NE	8694.00
NH	MT	203535.00
MI	IN	5267716.00
WA	TN	961435.00
WA	SD	756338.00
IA	MD	413886.00
MS	WA	267450.00
OR	NE	80104.00
AS	MA	5000.00
AS	TX	2626.00
OH	NJ	2537687.00
NV	SC	862650.00
ID	MT	404140.00
WA	MI	2788716.00
VI	ID	399700.00
WA	UT	2549426.00
AL	IN	1111181.00
AA	DE	7500.00
FL	MD	20256423.00
AR	SC	590231.00
TX	CT	4250461.00
MA	CT	14465029.00
AK	NM	143850.00
TX	MN	13751879.00
IN	ME	174500.00
MA	MN	3912379.00
NE	IN	535610.00
GA	KS	1234546.00
ND	LA	119800.00
ON	FL	250.00
VT	SC	58850.00
MO	MT	1243594.00
NE	CA	590833.00
CO	MA	23360852.00
WV	MA	2642276.00
CO	TX	5984290.00
WV	TX	1437966.00
HE	VA	1100.00
AL	RI	374252.00
HI	MT	79579.00
GU	OH	10946.00
WA	AL	637777.00
OR	OH	1934765.00
WV	KY	1819260.00
CO	KY	2393014.00
AL	CA	3167550.00
NV	NY	10225945.00
MS	OK	257850.00
MD	AK	3396179.00
IL	MD	7353099.00
NE	RI	28599.00
PA	ID	1278735.00
KY	CT	466397.00
MS	DC	7425179.00
KS	PA	982065.00
ME	KS	115750.00
KY	MN	654229.00
ME	GA	223656.00
PA	LA	1965081.00
MT	OR	322163.00
AE	LA	725.00
NE	AZ	714119.00
WY	NE	315326.00
MD	AL	3058626.00
NJ	DE	3006215.00
HK	MA	2000.00
MN	HI	211054.00
WA	AK	18871590.00
FL	IL	79071717.00
KY	NM	142250.00
MN	MO	1575896.00
DE	VT	372200.00
AR	AP	250.00
NM	GU	1000.00
CT	HI	536476.00
AL	AZ	733418.00
NM	OR	367751.00
WI	VI	9000.00
SC	DE	226754.00
CT	MO	2930690.00
MS	FL	1238618.00
NJ	VI	113550.00
GA	GA	443860586.00
GU	KY	1362.00
MD	MI	12956405.00
VA	MT	5786962.00
MD	UT	5640897.00
ND	ID	29760.00
CT	PR	47600.00
OK	TN	338990.00
OK	SD	340284.00
AL	NJ	457169.00
OR	TX	1898395.00
OR	MA	8718275.00
WI	DE	95990.00
MS	IA	393466.00
NE	WI	803708.00
MN	PR	250.00
SC	VI	70250.00
GU	TX	41364.00
IR	DC	18490.00
AK	MN	138262.00
MN	NH	534823.00
GU	MA	77449.00
LA	NY	5919894.00
IL	IL	900550526.00
MA	NM	3813759.00
AK	CT	129604.00
NE	NJ	160700.00
DC	SD	4246683.00
DC	TN	10276149.00
TX	NM	15939709.00
CT	NH	3623171.00
OR	KY	512458.00
AL	WI	1498679.00
VI	LA	128017.00
NC	WA	881170.00
CO	OH	3829503.00
WV	OH	3060940.00
AE	VT	47394.00
MI	NJ	2058611.00
PA	VT	3681801.00
OK	MI	1633538.00
SD	CA	823021.00
UT	NJ	463919.00
WY	OH	927700.00
TN	CA	4116176.00
MT	AS	2400.00
MD	SD	2952468.00
MD	TN	5023571.00
OK	UT	739045.00
MN	ZZ	720.00
NM	AS	3000.00
SD	RI	39250.00
UT	WI	1314267.00
TN	RI	240369.00
DC	MI	21546706.00
MI	WI	4481376.00
DC	UT	6905342.00
DE	LA	174700.00
OH	IN	5419874.00
OH	CA	7515557.00
MT	CO	215700.00
DC	AL	5671055.00
AZ	DE	286800.00
ZZ	MT	72575.00
TN	IN	1334020.00
LA	SC	1462756.00
SD	IN	287498.00
VI	VT	27421.00
LN	AR	250.00
MP	VT	1800.00
MN	VA	6630833.00
UT	AZ	2856657.00
NC	DC	1773810.00
OH	RI	794332.00
OK	AL	481050.00
MI	AZ	2859025.00
NM	CO	1673851.00
IA	IL	9262640.00
CO	NE	1363574.00
WV	NE	236050.00
CT	VA	17666981.00
NC	OK	477525.00
ID	ID	26752588.00
CA	MD	58746202.00
NV	NC	1505438.00
NY	SD	5418181.00
NY	TN	20644729.00
NC	KS	369865.00
NE	AS	4000.00
WI	AK	1012400.00
KY	AR	474324.00
NH	ID	68532.00
PO	MA	1000.00
TX	NV	11425811.00
KS	NE	564159.00
MA	NV	4990636.00
IA	ME	31430.00
DE	MT	117942.00
AK	VA	816459.00
NE	CO	565806.00
VA	VT	6093035.00
ZZ	LA	8600.00
MA	AR	2448601.00
PR	ID	156996.00
TX	AR	16609613.00
WA	DE	349884.00
AP	MD	1700.00
MI	OR	985587.00
AL	CO	291225.00
NJ	AK	2520922.00
SC	AK	98753.00
OR	ND	116224.00
KY	NV	516826.00
GE	VT	1000.00
RI	MD	277417.00
UT	OR	773525.00
MI	GU	2700.00
