61145.00,CA,OTH,2012
6050.00,CA,OTH,2014
71176.00,CA,OTH,2015
72181.00,CA,OTH,2016
6050.00,CA,PAF,2006
2700.00,CA,REP,1015
3050.00,CA,REP,2000
1500.00,CA,REP,2002
4135649.00,CA,REP,2003
8239636.00,CA,REP,2004
6938117.00,CA,REP,2005
13354145.00,CA,REP,2006
16613426.00,CA,REP,2007
13779072.00,CA,REP,2008
9600633.00,CA,REP,2009
34220573.00,CA,REP,2010
23539779.00,CA,REP,2011
41618545.00,CA,REP,2012
11213514.00,CA,REP,2013
20498610.00,CA,REP,2014
29674896.00,CA,REP,2015
28726398.00,CA,REP,2016
5255001.00,CA,REP,2017
1000.00,CA,REP,2916
2000.00,CA,UNI,2006
13166.00,CA,UNK,2004
500.00,CA,UNK,2006
500.00,CA,UNK,2007
12425.00,CA,UNK,2008
2500.00,CA,UNK,2010
2853.00,CA,UNK,2011
55638.00,CA,UNK,2012
217.00,CA,UNK,2013
13000.00,CA,UNK,2014
64268.00,CA,UNK,2015
28400.00,CA,UNK,2016
1500.00,CA,UNK,2017
17390.00,CA,W,2010
5430.00,CA,W,2011
14720.00,CA,W,2012
5000.00,CH,DEM,2004
1386.00,CN,DEM,2003
1000.00,CN,DEM,2004
500.00,CO,CON,2016
3299.00,CO,CST,2008
2000.00,CO,DEM,2002
991528.00,CO,DEM,2003
4001718.00,CO,DEM,2004
2103549.00,CO,DEM,2005
4769034.00,CO,DEM,2006
7988711.00,CO,DEM,2007
14348567.00,CO,DEM,2008
4202637.00,CO,DEM,2009
5719192.00,CO,DEM,2010
3223954.00,CO,DEM,2011
9122060.00,CO,DEM,2012
5321841.00,CO,DEM,2013
8337412.00,CO,DEM,2014
4310486.00,CO,DEM,2015
8806178.00,CO,DEM,2016
1904376.00,CO,DEM,2017
1750.00,CO,DEM,2020
6250.00,CO,DFL,2006
3800.00,CO,DFL,2007
22550.00,CO,DFL,2008
3900.00,CO,DFL,2009
13650.00,CO,DFL,2010
4700.00,CO,DFL,2011
9990.00,CO,DFL,2012
13810.00,CO,DFL,2013
57931.00,CO,DFL,2014
10275.00,CO,DFL,2015
13948.00,CO,DFL,2016
6100.00,CO,DFL,2017
500.00,CO,GRE,2006
4650.00,CO,GRE,2008
2000.00,CO,GRE,2011
11384.00,CO,GRE,2012
5552.00,CO,GRE,2016
1250.00,CO,IND,2005
10275.00,CO,IND,2006
4444.00,CO,IND,2007
10650.00,CO,IND,2008
200.00,CO,IND,2009
32958.00,CO,IND,2010
11200.00,CO,IND,2011
18900.00,CO,IND,2012
1750.00,CO,IND,2013
82886.00,CO,IND,2014
3020.00,CO,IND,2015
15453.00,CO,IND,2016
5355.00,CO,IND,2017
19464.00,CO,LIB,2004
1000.00,CO,LIB,2005
5550.00,CO,LIB,2006
3300.00,CO,LIB,2007
28040.00,CO,LIB,2008
3600.00,CO,LIB,2009
22265.00,CO,LIB,2010
27170.00,CO,LIB,2011
32980.00,CO,LIB,2012
6856.00,CO,LIB,2016
500.00,CO,NNE,2010
7650.00,CO,NNE,2011
46418.00,CO,NNE,2012
5700.00,CO,NNE,2013
25900.00,CO,NNE,2014
1150.00,CO,OTH,2004
5913.00,CO,OTH,2007
50.00,CO,OTH,2011
2800.00,CO,OTH,2012
90900.00,CO,OTH,2015
17000.00,CO,OTH,2016
500.00,CO,PNP,2016
31780.00,CO,REF,2006
1097766.00,CO,REP,2003
2088268.00,CO,REP,2004
1711966.00,CO,REP,2005
3557299.00,CO,REP,2006
3509893.00,CO,REP,2007
4651885.00,CO,REP,2008
4044602.00,CO,REP,2009
9479406.00,CO,REP,2010
3373938.00,CO,REP,2011
8833057.00,CO,REP,2012
2746716.00,CO,REP,2013
7639286.00,CO,REP,2014
3920387.00,CO,REP,2015
8141649.00,CO,REP,2016
813299.00,CO,REP,2017
2348.00,CO,UNK,2004
1000.00,CO,UNK,2008
3125.00,CO,UNK,2011
6375.00,CO,UNK,2012
4565.00,CO,UNK,2014
7705.00,CO,UNK,2015
17600.00,CO,UNK,2016
5400.00,CO,UNK,2017
500.00,CO,W,2011
95.00,CT,DEM,2000
1466919.00,CT,DEM,2003
3818901.00,CT,DEM,2004
1997822.00,CT,DEM,2005
21495095.00,CT,DEM,2006
9353658.00,CT,DEM,2007
11770741.00,CT,DEM,2008
3943447.00,CT,DEM,2009
8073031.00,CT,DEM,2010
7319507.00,CT,DEM,2011
10992497.00,CT,DEM,2012
3112256.00,CT,DEM,2013
3767508.00,CT,DEM,2014
3246674.00,CT,DEM,2015
5297710.00,CT,DEM,2016
3410723.00,CT,DEM,2017
12150.00,CT,DFL,2006
3550.00,CT,DFL,2007
17750.00,CT,DFL,2008
500.00,CT,DFL,2009
21725.00,CT,DFL,2010
13000.00,CT,DFL,2011
13125.00,CT,DFL,2012
17770.00,CT,DFL,2013
39578.00,CT,DFL,2014
22650.00,CT,DFL,2015
26501.00,CT,DFL,2016
4490.00,CT,DFL,2017
1674.00,CT,GRE,2005
3350.00,CT,GRE,2006
500.00,CT,GRE,2007
2902.00,CT,GRE,2008
5800.00,CT,GRE,2010
5450.00,CT,GRE,2012
500.00,CT,GRE,2013
3270.00,CT,IND,2004
8700.00,CT,IND,2005
28491.00,CT,IND,2006
200.00,CT,IND,2009
22896.00,CT,IND,2010
15825.00,CT,IND,2011
47451.00,CT,IND,2012
650.00,CT,IND,2013
49948.00,CT,IND,2014
16225.00,CT,IND,2015
9614.00,CT,IND,2016
4158.00,CT,IND,2017
1000.00,CT,LIB,2003
1950.00,CT,LIB,2004
24519.00,CT,LIB,2006
5100.00,CT,LIB,2007
4700.00,CT,LIB,2008
10900.00,CT,LIB,2010
2500.00,CT,LIB,2011
12300.00,CT,LIB,2012
1500.00,CT,LIB,2014
470.00,CT,LIB,2016
250.00,CT,NNE,2013
7700.00,CT,NNE,2014
242.00,CT,NNE,2016
200.00,CT,OTH,2003
2250.00,CT,OTH,2004
850.00,CT,OTH,2012
16250.00,CT,OTH,2015
1250.00,CT,OTH,2016
500.00,CT,Rep,2004
2250.00,CT,REP,2000
870982.00,CT,REP,2003
2499373.00,CT,REP,2004
1897757.00,CT,REP,2005
3571748.00,CT,REP,2006
3520397.00,CT,REP,2007
3515387.00,CT,REP,2008
4013953.00,CT,REP,2009
58976104.00,CT,REP,2010
7248893.00,CT,REP,2011
24367515.00,CT,REP,2012
1487866.00,CT,REP,2013
3052719.00,CT,REP,2014
4422361.00,CT,REP,2015
3489213.00,CT,REP,2016
618418.00,CT,REP,2017
1500.00,CT,UNK,2008
500.00,CT,UNK,2012
3600.00,CT,UNK,2014
6059.00,CT,UNK,2015
2500.00,CT,UNK,2016
2000.00,CT,UNK,2017
4510.00,CT,W,2010
1338.00,CT,W,2011
2000.00,CT,W,2012
1500.00,CT,WFP,2012
2500.00,CT,WFP,2016
1000.00,D.,REP,2004
600.00,DC,DEM,2000
2500.00,DC,DEM,2002
3232099.00,DC,DEM,2003
7901889.00,DC,DEM,2004
3603101.00,DC,DEM,2005
6735362.00,DC,DEM,2006
15424640.00,DC,DEM,2007
18071375.00,DC,DEM,2008
7921474.00,DC,DEM,2009
8927434.00,DC,DEM,2010
8575818.00,DC,DEM,2011
14807871.00,DC,DEM,2012
6648163.00,DC,DEM,2013
8084899.00,DC,DEM,2014
8678912.00,DC,DEM,2015
9772095.00,DC,DEM,2016
4308103.00,DC,DEM,2017
4050.00,DC,DFL,2003
1900.00,DC,DFL,2004
1500.00,DC,DFL,2005
47605.00,DC,DFL,2006
24391.00,DC,DFL,2007
60795.00,DC,DFL,2008
22383.00,DC,DFL,2009
32193.00,DC,DFL,2010
51115.00,DC,DFL,2011
52495.00,DC,DFL,2012
67083.00,DC,DFL,2013
78285.00,DC,DFL,2014
28317.00,DC,DFL,2015
24234.00,DC,DFL,2016
8756.00,DC,DFL,2017
1738.00,DC,GRE,2006
5850.00,DC,GRE,2008
4270.00,DC,GRE,2012
1750.00,DC,GRE,2015
1525.00,DC,GRE,2016
200.00,DC,IND,2004
4350.00,DC,IND,2005
46700.00,DC,IND,2006
1000.00,DC,IND,2008
5300.00,DC,IND,2009
11100.00,DC,IND,2010
9450.00,DC,IND,2011
78794.00,DC,IND,2012
8078.00,DC,IND,2013
30025.00,DC,IND,2014
3550.00,DC,IND,2015
22819.00,DC,IND,2016
32412.00,DC,IND,2017
2300.00,DC,LIB,2004
1950.00,DC,LIB,2006
2200.00,DC,LIB,2007
5400.00,DC,LIB,2008
5250.00,DC,LIB,2011
7300.00,DC,LIB,2012
1250.00,DC,LIB,2014
300.00,DC,N/A,2008
250.00,DC,NNE,2012
1000.00,DC,NNE,2013
2250.00,DC,NNE,2014
250.00,DC,OTH,2003
3395.00,DC,OTH,2004
5700.00,DC,OTH,2012
19605.00,DC,OTH,2015
24438.00,DC,OTH,2016
2700.00,DC,PNP,2015
27982.00,DC,PNP,2016
250.00,DC,REP,2000
1540942.00,DC,REP,2003
2039547.00,DC,REP,2004
2410040.00,DC,REP,2005
3041077.00,DC,REP,2006
3014034.00,DC,REP,2007
2483012.00,DC,REP,2008
2259663.00,DC,REP,2009
3219627.00,DC,REP,2010
3740919.00,DC,REP,2011
4105129.00,DC,REP,2012
3060132.00,DC,REP,2013
3736029.00,DC,REP,2014
5007849.00,DC,REP,2015
4333660.00,DC,REP,2016
1873284.00,DC,REP,2017
3000.00,DC,UNK,2004
1100.00,DC,UNK,2009
1740.00,DC,UNK,2010
3850.00,DC,UNK,2014
7130.00,DC,UNK,2015
2000.00,DC,UNK,2017
500.00,DC,W,2010
71476.00,DE,DEM,2003
269207.00,DE,DEM,2004
179986.00,DE,DEM,2005
470061.00,DE,DEM,2006
339690.00,DE,DEM,2007
925731.00,DE,DEM,2008
577195.00,DE,DEM,2009
1709946.00,DE,DEM,2010
696032.00,DE,DEM,2011
1103268.00,DE,DEM,2012
764981.00,DE,DEM,2013
748388.00,DE,DEM,2014
562613.00,DE,DEM,2015
1125048.00,DE,DEM,2016
211666.00,DE,DEM,2017
750.00,DE,DFL,2008
750.00,DE,DFL,2010
1800.00,DE,DFL,2011
250.00,DE,DFL,2012
1820.00,DE,DFL,2013
5200.00,DE,DFL,2014
1575.00,DE,DFL,2015
855.00,DE,DFL,2016
2750.00,DE,DFL,2017
300.00,DE,GRE,2005
2368.00,DE,GRE,2006
750.00,DE,GRE,2007
750.00,DE,GRE,2008
500.00,DE,GRE,2012
450.00,DE,IND,2005
450.00,DE,IND,2006
500.00,DE,IND,2009
