52844	2010	1	REP	2012
35267	2010	2	DEM	2008
2400	2010	2	DEM	2012
2750	2010	2	REP	2008
140620	2010	2	REP	2012
100731	2010	3	DEM	2008
5100	2010	3	DEM	2012
4660	2010	3	REP	2008
315980	2010	3	REP	2012
175374	2010	4	DEM	2008
5000	2010	4	DEM	2012
2300	2010	4	REP	2008
224499	2010	4	REP	2012
114284	2010	5	DEM	2008
91468	2010	5	DEM	2012
9650	2010	5	REP	2008
137875	2010	5	REP	2012
39425	2010	6	DEM	2008
14740	2010	6	DEM	2012
10200	2010	6	REP	2008
136020	2010	6	REP	2012
19135	2010	7	DEM	2008
9200	2010	7	DEM	2012
1000	2010	7	REP	2008
207737	2010	7	REP	2012
1500	2010	8	DEM	2004
75639	2010	8	DEM	2008
640	2010	8	DEM	2012
12760	2010	8	REP	2008
509971	2010	8	REP	2012
500	2010	9	DEM	2004
7495	2010	9	DEM	2008
670311	2010	9	REP	2012
3000	2010	10	DEM	2008
852115	2010	10	REP	2012
13300	2010	11	DEM	2008
12000	2010	11	DEM	2012
59621	2010	11	REP	2012
444185	2010	12	DEM	2008
780668	2010	12	DEM	2012
10150	2010	12	REP	2012
1550	2011	1	DEM	2008
113516	2011	1	REP	2012
6648	2011	2	DEM	2008
141986	2011	2	REP	2012
4600	2011	3	DEM	2008
9200	2011	3	DEM	2012
801893	2011	3	REP	2012
6888693	2011	4	DEM	2008
13777386	2011	4	DEM	2012
2026838	2011	4	REP	2008
5319100	2011	4	REP	2012
5312041	2011	5	DEM	2008
10623482	2011	5	DEM	2012
6865521	2011	5	REP	2008
16807161	2011	5	REP	2012
10119088	2011	6	DEM	2008
20181476	2011	6	DEM	2012
8391865	2011	6	REP	2008
22311155	2011	6	REP	2012
1597779	2011	7	DEM	2008
3194438	2011	7	DEM	2012
2397025	2011	7	REP	2008
6568631	2011	7	REP	2012
2498886	2011	8	DEM	2008
4982540	2011	8	DEM	2012
2418660	2011	8	REP	2008
13422811	2011	8	REP	2012
6303262	2011	8	REP	2016
5789298	2011	9	DEM	2008
11578596	2011	9	DEM	2012
7415259	2011	9	REP	2008
29429539	2011	9	REP	2012
10694367	2011	9	REP	2016
1892810	2011	10	DEM	2008
3778920	2011	10	DEM	2012
3545142	2011	10	REP	2008
14244026	2011	10	REP	2012
1763973	2011	10	REP	2016
2106015	2011	11	DEM	2008
4211530	2011	11	DEM	2012
6950867	2011	11	REP	2008
19776158	2011	11	REP	2012
905227	2011	11	REP	2016
6374660	2011	12	DEM	2008
12702926	2011	12	DEM	2012
500	2011	12	DEM	2020
11428645	2011	12	REP	2008
29194809	2011	12	REP	2012
560299	2011	12	REP	2016
2893529	2012	1	DEM	2008
5783998	2012	1	DEM	2012
115350	2012	1	DEM	2020
5238932	2012	1	REP	2008
16933263	2012	1	REP	2012
135096	2012	1	REP	2016
4361346	2012	2	DEM	2008
8707418	2012	2	DEM	2012
307550	2012	2	DEM	2020
10312545	2012	2	REP	2008
26652213	2012	2	REP	2012
124486	2012	2	REP	2016
8505047	2012	3	DEM	2008
17009094	2012	3	DEM	2012
372693	2012	3	DEM	2020
10667683	2012	3	REP	2008
25061079	2012	3	REP	2012
124250	2012	3	REP	2016
6642505	2012	4	DEM	2008
13277410	2012	4	DEM	2012
58573	2012	4	DEM	2020
9360968	2012	4	REP	2008
20439140	2012	4	REP	2012
60825	2012	4	REP	2016
10801393	2012	5	DEM	2008
21396616	2012	5	DEM	2012
104750	2012	5	DEM	2020
12907526	2012	5	REP	2008
26802215	2012	5	REP	2012
6000	2012	6	DEM	2004
10386481	2012	6	DEM	2008
20572212	2012	6	DEM	2012
156635	2012	6	DEM	2020
14484730	2012	6	REP	2008
29874496	2012	6	REP	2012
5000	2012	6	REP	2016
14011103	2012	7	DEM	2008
27914126	2012	7	DEM	2012
26800	2012	7	DEM	2020
18225714	2012	7	REP	2008
36916553	2012	7	REP	2012
29195871	2012	8	DEM	2008
58389532	2012	8	DEM	2012
54750	2012	8	DEM	2020
16603155	2012	8	REP	2008
33509937	2012	8	REP	2012
10000	2012	8	REP	2016
38883842	2012	9	DEM	2008
77762084	2012	9	DEM	2012
191919	2012	9	DEM	2020
26296837	2012	9	REP	2008
53129903	2012	9	REP	2012
27919690	2012	10	DEM	2008
55839539	2012	10	DEM	2012
159	2012	10	DEM	2016
188810	2012	10	DEM	2020
36296556	2012	10	REP	2008
73276940	2012	10	REP	2012
5827243	2012	11	DEM	2008
11605856	2012	11	DEM	2012
35793	2012	11	DEM	2020
4176624	2012	11	REP	2008
8468898	2012	11	REP	2012
184044	2012	12	DEM	2008
291518	2012	12	DEM	2012
1300	2012	12	DEM	2020
4000	2012	12	REP	2008
57419	2012	12	REP	2012
2500	2012	12	REP	2016
487875	2013	1	DEM	2008
959320	2013	1	DEM	2012
1000	2013	1	DEM	2020
224973	2013	1	REP	2008
481505	2013	1	REP	2012
3150	2013	1	REP	2016
455079	2013	2	DEM	2008
910158	2013	2	DEM	2012
5300	2013	2	DEM	2020
88317	2013	2	REP	2008
203627	2013	2	REP	2012
1850	2013	2	REP	2016
51011	2013	3	DEM	2008
102022	2013	3	DEM	2012
22250	2013	3	DEM	2020
7026	2013	3	REP	2008
42028	2013	3	REP	2012
207	2013	3	REP	2016
38269	2013	4	DEM	2008
76538	2013	4	DEM	2012
4850	2013	4	DEM	2020
72745	2013	4	REP	2008
214776	2013	4	REP	2012
240	2013	4	REP	2016
21032	2013	5	DEM	2008
42064	2013	5	DEM	2012
7500	2013	5	DEM	2020
74927	2013	5	REP	2012
64105	2013	6	DEM	2008
128210	2013	6	DEM	2012
139450	2013	6	DEM	2020
27860	2013	6	REP	2008
92321	2013	6	REP	2012
10000	2013	6	REP	2016
3485	2013	7	DEM	2008
6970	2013	7	DEM	2012
50287	2013	7	DEM	2020
15865	2013	7	REP	2008
36730	2013	7	REP	2012
150	2013	8	DEM	2008
300	2013	8	DEM	2012
9200	2013	8	DEM	2020
68320	2013	8	REP	2012
1410	2013	9	DEM	2008
2820	2013	9	DEM	2012
28249	2013	9	DEM	2020
530	2013	9	REP	2012
200	2013	10	DEM	2012
200	2013	10	DEM	2016
1500	2013	10	DEM	2020
33362	2013	10	REP	2008
67224	2013	10	REP	2012
1250	2013	11	DEM	2008
2500	2013	11	DEM	2012
4500	2013	11	DEM	2020
975	2013	11	REP	2012
47226	2013	12	DEM	2008
94452	2013	12	DEM	2012
3500	2013	12	DEM	2020
11750	2013	12	REP	2008
23500	2013	12	REP	2012
